VBELN,CustomerId,CustomerName,Country,Segment,Product,Qty_Ordered,Unit_Price_EUR,Net_Value_EUR,Currency,SO_Date,Requested_Delivery_Date,Incoterms,Payment_Terms,Status,SalesOffice,SalesRep,Offset_Obligation_Pct
SD00000514,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Spare_Parts_Bundle,1,2500000,2598573.9,EUR,2018-05-10,2021-03-19,DDP,Milestone-based,Fully Delivered,Singapore,Marc Dupont,0
SD00000515,CUST-PRIV-002,Reliance Industries,India,Private,Rafale F3-R,5,90000000,467099977.8,EUR,2018-10-12,2021-12-04,EXW,"30% advance, 70% on delivery",In Production,Singapore,Antoine Morel,0
SD00000516,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Rafale F3-R,2,90000000,186046081.98,EUR,2023-07-19,2027-07-07,DDP,"30% advance, 70% on delivery",Fully Delivered,Abu Dhabi,Sophie Leclerc,0
SD00000517,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Falcon 10X,9,75000000,656045505.87,EUR,2021-06-14,2023-06-10,DAP,Milestone-based,Fully Delivered,New Delhi,Sophie Leclerc,30
SD00000518,CUST-GRC-001,Hellenic Air Force,Greece,Government,Spare_Parts_Bundle,1,2500000,2570226.2,EUR,2020-03-15,2023-07-04,EXW,Milestone-based,Fully Delivered,Singapore,Jean-Pierre Martin,0
SD00000519,CUST-GRC-001,Hellenic Air Force,Greece,Government,Falcon 10X,9,75000000,666206310.9,EUR,2020-07-12,2023-02-22,DDP,Milestone-based,Fully Delivered,Singapore,Antoine Morel,0
SD00000520,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Training_Package,1,3000000,2901886.98,EUR,2023-10-14,2026-09-16,EXW,"30% advance, 70% on delivery",Fully Delivered,Paris,Jean-Pierre Martin,50
SD00000521,CUST-GRC-001,Hellenic Air Force,Greece,Government,Falcon 6X,9,45000000,420163075.37,EUR,2021-07-05,2024-09-13,EXW,"30% advance, 70% on delivery",Fully Delivered,Paris,Isabelle Bernard,50
SD00000522,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Falcon 6X,6,45000000,277566206.51,EUR,2018-03-07,2018-11-08,DDP,Milestone-based,Partially Delivered,Singapore,Jean-Pierre Martin,30
SD00000523,CUST-PRIV-003,Air France,France,Commercial,Spare_Parts_Bundle,1,2500000,2387477.74,EUR,2023-06-25,2026-04-10,EXW,"30% advance, 70% on delivery",Fully Delivered,Cairo,Antoine Morel,0
SD00000524,CUST-PRIV-001,Tata Sons Ltd,India,Private,Falcon 10X,5,75000000,364210450.03,EUR,2018-07-29,2021-04-15,DAP,L/C 90 days,Fully Delivered,Cairo,Marc Dupont,0
SD00000525,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 10X,7,75000000,543326682.39,EUR,2019-06-23,2022-02-21,CIF,L/C 90 days,Fully Delivered,Paris,Marc Dupont,50
SD00000526,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Rafale F4,9,95000000,844121579.14,EUR,2023-10-21,2027-09-17,DAP,"30% advance, 70% on delivery",Partially Delivered,Cairo,Isabelle Bernard,50
SD00000527,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Rafale F4,1,95000000,97632174.17,EUR,2021-06-15,2023-10-28,CIF,L/C 90 days,Open,Singapore,Isabelle Bernard,0
SD00000528,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Falcon 6X,6,45000000,267621231.12,EUR,2022-10-21,2023-06-26,DAP,"30% advance, 70% on delivery",In Production,New Delhi,Isabelle Bernard,30
SD00000529,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 6X,4,45000000,171486895.96,EUR,2023-06-02,2026-05-18,DAP,Milestone-based,Fully Delivered,Cairo,Jean-Pierre Martin,50
SD00000530,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Falcon 8X,12,60000000,697205521.57,EUR,2022-08-08,2025-10-04,EXW,"30% advance, 70% on delivery",Cancelled,Singapore,Jean-Pierre Martin,50
SD00000531,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Spare_Parts_Bundle,1,2500000,2457274.21,EUR,2023-08-20,2025-12-21,DAP,Milestone-based,Fully Delivered,Cairo,Sophie Leclerc,50
SD00000532,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 6X,5,45000000,229044089.55,EUR,2019-11-24,2023-04-11,CIF,Milestone-based,Fully Delivered,Paris,Marc Dupont,50
SD00000533,CUST-GRC-001,Hellenic Air Force,Greece,Government,Rafale F3-R,11,90000000,1003543262.04,EUR,2019-07-20,2020-10-26,CIF,"30% advance, 70% on delivery",Fully Delivered,Abu Dhabi,Antoine Morel,50
SD00000534,CUST-PRIV-004,Total Energies,France,Commercial,Rafale F4,9,95000000,886149237.52,EUR,2022-12-19,2023-08-16,DDP,"30% advance, 70% on delivery",Partially Delivered,Paris,Jean-Pierre Martin,0
SD00000535,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 8X,10,60000000,625855953.53,EUR,2018-03-02,2021-04-26,DDP,L/C 90 days,In Production,Singapore,Jean-Pierre Martin,50
SD00000536,CUST-PRIV-002,Reliance Industries,India,Private,Falcon 8X,8,60000000,461759905.66,EUR,2019-09-23,2022-07-26,DDP,"30% advance, 70% on delivery",Fully Delivered,Cairo,Jean-Pierre Martin,0
SD00000537,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Rafale F3-R,9,90000000,803753980.06,EUR,2021-06-15,2025-05-15,CIF,L/C 90 days,In Production,Abu Dhabi,Sophie Leclerc,0
SD00000538,CUST-UAE-001,UAE Air Force,UAE,Government,Falcon 6X,2,45000000,91571146.29,EUR,2020-08-30,2022-12-27,DAP,"30% advance, 70% on delivery",In Production,Abu Dhabi,Marc Dupont,50
SD00000539,CUST-PRIV-002,Reliance Industries,India,Private,Spare_Parts_Bundle,1,2500000,2487410.29,EUR,2022-04-08,2026-02-12,EXW,L/C 90 days,In Production,Cairo,Sophie Leclerc,0
SD00000540,CUST-IND-001,Indian Air Force,India,Government,MRO_Package_Annual,1,5000000,4879231.77,EUR,2023-12-13,2025-05-08,EXW,"30% advance, 70% on delivery",Cancelled,Singapore,Antoine Morel,50
SD00000541,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Falcon 6X,1,45000000,45888186.3,EUR,2018-11-05,2021-12-13,DAP,Milestone-based,Fully Delivered,Cairo,Antoine Morel,0
SD00000542,CUST-HRV-001,Croatian Air Force,Croatia,Government,Spare_Parts_Bundle,1,2500000,2613462.04,EUR,2021-01-15,2022-10-11,EXW,L/C 90 days,Fully Delivered,Singapore,Antoine Morel,0
SD00000543,CUST-IND-002,Indian Navy,India,Government,Spare_Parts_Bundle,1,2500000,2537622.85,EUR,2020-10-31,2024-07-31,DDP,L/C 90 days,Cancelled,Singapore,Jean-Pierre Martin,30
SD00000544,CUST-IND-001,Indian Air Force,India,Government,Falcon 6X,8,45000000,369889584.14,EUR,2019-04-14,2022-06-11,DDP,Milestone-based,Open,Abu Dhabi,Jean-Pierre Martin,50
SD00000545,CUST-IND-001,Indian Air Force,India,Government,Falcon 6X,1,45000000,45059298.67,EUR,2018-05-09,2021-09-30,DAP,Milestone-based,Fully Delivered,New Delhi,Isabelle Bernard,0
SD00000546,CUST-PRIV-001,Tata Sons Ltd,India,Private,Falcon 8X,10,60000000,626752150.84,EUR,2019-12-14,2022-02-07,EXW,"30% advance, 70% on delivery",Fully Delivered,Paris,Isabelle Bernard,0
SD00000547,CUST-EGY-001,Egyptian Air Force,Egypt,Government,MRO_Package_Annual,1,5000000,5225704.74,EUR,2020-01-24,2023-03-05,DAP,"30% advance, 70% on delivery",Fully Delivered,Cairo,Antoine Morel,0
SD00000548,CUST-HRV-001,Croatian Air Force,Croatia,Government,Rafale F4,12,95000000,1151381850.82,EUR,2022-04-26,2023-06-05,CIF,Milestone-based,In Production,Cairo,Sophie Leclerc,0
SD00000549,CUST-PRIV-001,Tata Sons Ltd,India,Private,Rafale F3-R,9,90000000,780310979.29,EUR,2018-03-10,2020-01-10,CIF,"30% advance, 70% on delivery",Fully Delivered,New Delhi,Isabelle Bernard,0
SD00000550,CUST-UAE-001,UAE Air Force,UAE,Government,Falcon 10X,5,75000000,366349631.24,EUR,2021-08-28,2025-06-26,DDP,L/C 90 days,In Production,Abu Dhabi,Marc Dupont,50
SD00000551,CUST-PRIV-003,Air France,France,Commercial,Training_Package,1,3000000,3119997.08,EUR,2018-11-29,2020-05-27,EXW,L/C 90 days,Open,New Delhi,Marc Dupont,0
SD00000552,CUST-EGY-001,Egyptian Air Force,Egypt,Government,MRO_Package_Annual,1,5000000,4857474.81,EUR,2018-03-18,2021-12-26,DDP,"30% advance, 70% on delivery",Open,Cairo,Marc Dupont,0
SD00000553,CUST-IND-001,Indian Air Force,India,Government,Falcon 8X,9,60000000,562111524.91,EUR,2023-01-23,2025-10-28,DAP,"30% advance, 70% on delivery",Fully Delivered,Singapore,Isabelle Bernard,50
SD00000554,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Rafale F3-R,3,90000000,281293851.79,EUR,2021-04-17,2023-02-22,DDP,L/C 90 days,In Production,Abu Dhabi,Jean-Pierre Martin,30
SD00000555,CUST-GRC-001,Hellenic Air Force,Greece,Government,Falcon 6X,12,45000000,554261307.25,EUR,2020-11-13,2024-03-03,CIF,Milestone-based,Fully Delivered,Abu Dhabi,Jean-Pierre Martin,0
SD00000556,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 10X,9,75000000,678157943.62,EUR,2019-05-02,2021-10-19,CIF,Milestone-based,Fully Delivered,New Delhi,Antoine Morel,30
SD00000557,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Spare_Parts_Bundle,1,2500000,2477778.47,EUR,2020-03-20,2021-06-03,DAP,Milestone-based,In Production,Cairo,Isabelle Bernard,50
SD00000558,CUST-PRIV-002,Reliance Industries,India,Private,Spare_Parts_Bundle,1,2500000,2445925.95,EUR,2018-10-29,2020-01-16,EXW,L/C 90 days,In Production,Cairo,Sophie Leclerc,0
SD00000559,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Rafale F3-R,5,90000000,435869786.5,EUR,2023-11-19,2026-07-18,CIF,L/C 90 days,In Production,Singapore,Sophie Leclerc,0
SD00000560,CUST-HRV-001,Croatian Air Force,Croatia,Government,Spare_Parts_Bundle,1,2500000,2474538.78,EUR,2023-02-02,2026-10-09,DDP,"30% advance, 70% on delivery",Partially Delivered,Abu Dhabi,Isabelle Bernard,50
SD00000561,CUST-PRIV-002,Reliance Industries,India,Private,Falcon 8X,10,60000000,624888789.09,EUR,2020-10-12,2022-06-25,CIF,Milestone-based,In Production,Singapore,Antoine Morel,0
SD00000562,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Training_Package,1,3000000,2985281.94,EUR,2020-02-07,2022-09-06,CIF,"30% advance, 70% on delivery",Cancelled,Abu Dhabi,Jean-Pierre Martin,0
SD00000563,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Falcon 8X,1,60000000,60139543.89,EUR,2020-10-27,2024-09-21,DAP,Milestone-based,Fully Delivered,New Delhi,Antoine Morel,50
SD00000564,CUST-PRIV-004,Total Energies,France,Commercial,Falcon 6X,10,45000000,431308700.64,EUR,2019-06-01,2022-03-01,DAP,"30% advance, 70% on delivery",Open,Abu Dhabi,Marc Dupont,0
SD00000565,CUST-IND-001,Indian Air Force,India,Government,Training_Package,1,3000000,3128983.87,EUR,2019-08-25,2023-08-07,DAP,Milestone-based,Fully Delivered,New Delhi,Jean-Pierre Martin,30
SD00000566,CUST-PRIV-004,Total Energies,France,Commercial,Rafale F4,4,95000000,372419721.92,EUR,2018-03-10,2019-10-29,CIF,Milestone-based,Partially Delivered,New Delhi,Antoine Morel,0
SD00000567,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Falcon 8X,1,60000000,60548620.36,EUR,2022-11-16,2025-03-15,CIF,Milestone-based,Fully Delivered,New Delhi,Sophie Leclerc,30
SD00000568,CUST-IND-001,Indian Air Force,India,Government,MRO_Package_Annual,1,5000000,5060542.36,EUR,2019-09-12,2020-07-01,DDP,Milestone-based,Partially Delivered,New Delhi,Jean-Pierre Martin,50
SD00000569,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Spare_Parts_Bundle,1,2500000,2482026.79,EUR,2019-02-24,2023-02-17,CIF,"30% advance, 70% on delivery",Cancelled,Singapore,Antoine Morel,0
SD00000570,CUST-PRIV-003,Air France,France,Commercial,MRO_Package_Annual,1,5000000,4951149.12,EUR,2019-06-24,2019-12-29,EXW,"30% advance, 70% on delivery",Open,Paris,Isabelle Bernard,0
SD00000571,CUST-PRIV-002,Reliance Industries,India,Private,Spare_Parts_Bundle,1,2500000,2477260.04,EUR,2023-11-26,2026-10-22,CIF,"30% advance, 70% on delivery",Partially Delivered,Abu Dhabi,Jean-Pierre Martin,0
SD00000572,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Falcon 6X,5,45000000,224791931.7,EUR,2019-05-09,2020-10-04,DAP,L/C 90 days,In Production,New Delhi,Isabelle Bernard,50
SD00000573,CUST-PRIV-002,Reliance Industries,India,Private,MRO_Package_Annual,1,5000000,5175210.11,EUR,2019-02-02,2019-08-27,CIF,Milestone-based,Open,New Delhi,Sophie Leclerc,0
SD00000574,CUST-IND-002,Indian Navy,India,Government,Training_Package,1,3000000,3147173.8,EUR,2021-12-03,2022-10-06,DAP,L/C 90 days,In Production,New Delhi,Jean-Pierre Martin,0
SD00000575,CUST-PRIV-004,Total Energies,France,Commercial,MRO_Package_Annual,1,5000000,5166662.99,EUR,2018-10-18,2022-08-07,CIF,"30% advance, 70% on delivery",In Production,New Delhi,Isabelle Bernard,0
SD00000576,CUST-IND-001,Indian Air Force,India,Government,Falcon 6X,5,45000000,230214654.07,EUR,2021-04-18,2023-07-12,CIF,Milestone-based,In Production,Singapore,Antoine Morel,0
SD00000577,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Training_Package,1,3000000,2979375.57,EUR,2022-12-24,2026-06-20,DDP,"30% advance, 70% on delivery",Partially Delivered,Abu Dhabi,Jean-Pierre Martin,0
SD00000578,CUST-PRIV-004,Total Energies,France,Commercial,Training_Package,1,3000000,2974061.66,EUR,2018-11-09,2022-10-04,CIF,L/C 90 days,Open,Paris,Antoine Morel,0
SD00000579,CUST-GRC-001,Hellenic Air Force,Greece,Government,Rafale F4,8,95000000,774825815.49,EUR,2019-11-13,2023-05-18,DAP,Milestone-based,Partially Delivered,Abu Dhabi,Isabelle Bernard,0
SD00000580,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Rafale F3-R,10,90000000,928254874.62,EUR,2021-12-21,2025-04-26,EXW,L/C 90 days,Open,Paris,Jean-Pierre Martin,30
SD00000581,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Falcon 10X,5,75000000,383186746.15,EUR,2022-05-27,2024-12-11,DAP,Milestone-based,In Production,Paris,Isabelle Bernard,50
SD00000582,CUST-IND-001,Indian Air Force,India,Government,Rafale F3-R,5,90000000,428008856.15,EUR,2020-10-03,2021-04-26,EXW,Milestone-based,Fully Delivered,Paris,Antoine Morel,30
SD00000583,CUST-IND-001,Indian Air Force,India,Government,Falcon 6X,10,45000000,469040373.08,EUR,2019-09-05,2021-03-02,DAP,L/C 90 days,Open,New Delhi,Antoine Morel,50
SD00000584,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 8X,12,60000000,736659716.27,EUR,2020-09-04,2024-01-19,CIF,L/C 90 days,In Production,Abu Dhabi,Jean-Pierre Martin,50
SD00000585,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Rafale F3-R,3,90000000,267077037.85,EUR,2019-10-07,2023-09-01,DAP,Milestone-based,Fully Delivered,Abu Dhabi,Isabelle Bernard,50
SD00000586,CUST-PRIV-002,Reliance Industries,India,Private,Falcon 6X,4,45000000,184002748.39,EUR,2021-11-04,2024-09-04,DAP,"30% advance, 70% on delivery",Open,Singapore,Isabelle Bernard,0
SD00000587,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Falcon 10X,1,75000000,75023531.63,EUR,2023-09-09,2024-06-24,CIF,Milestone-based,Fully Delivered,Paris,Antoine Morel,50
SD00000588,CUST-PRIV-002,Reliance Industries,India,Private,Training_Package,1,3000000,3147720.06,EUR,2018-06-24,2022-04-25,DAP,L/C 90 days,In Production,Singapore,Jean-Pierre Martin,0
SD00000589,CUST-PRIV-001,Tata Sons Ltd,India,Private,Falcon 10X,4,75000000,287365823.04,EUR,2020-03-28,2021-07-18,CIF,"30% advance, 70% on delivery",Fully Delivered,Paris,Marc Dupont,0
SD00000590,CUST-PRIV-001,Tata Sons Ltd,India,Private,Falcon 10X,9,75000000,664098976.63,EUR,2018-07-12,2020-12-10,CIF,"30% advance, 70% on delivery",In Production,New Delhi,Jean-Pierre Martin,0
SD00000591,CUST-IND-002,Indian Navy,India,Government,Spare_Parts_Bundle,1,2500000,2383087.14,EUR,2023-02-06,2024-06-25,EXW,"30% advance, 70% on delivery",Open,Singapore,Isabelle Bernard,50
SD00000592,CUST-IND-001,Indian Air Force,India,Government,Training_Package,1,3000000,2993222.12,EUR,2021-01-21,2023-08-03,EXW,Milestone-based,Fully Delivered,Paris,Antoine Morel,50
SD00000593,CUST-PRIV-003,Air France,France,Commercial,Falcon 8X,11,60000000,686096400.27,EUR,2018-11-24,2021-11-16,EXW,Milestone-based,Fully Delivered,Paris,Antoine Morel,0
SD00000594,CUST-PRIV-002,Reliance Industries,India,Private,MRO_Package_Annual,1,5000000,5114597.33,EUR,2021-01-20,2023-11-28,CIF,Milestone-based,Fully Delivered,Cairo,Sophie Leclerc,0
SD00000595,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 8X,4,60000000,235841204.65,EUR,2022-03-20,2022-09-21,DAP,"30% advance, 70% on delivery",In Production,Cairo,Jean-Pierre Martin,50
SD00000596,CUST-PRIV-001,Tata Sons Ltd,India,Private,Falcon 10X,1,75000000,72223049.07,EUR,2023-06-15,2027-01-22,DAP,"30% advance, 70% on delivery",Cancelled,Cairo,Antoine Morel,0
SD00000597,CUST-HRV-001,Croatian Air Force,Croatia,Government,Rafale F3-R,6,90000000,563118823.23,EUR,2018-08-01,2021-04-12,CIF,Milestone-based,In Production,New Delhi,Isabelle Bernard,0
SD00000598,CUST-GRC-001,Hellenic Air Force,Greece,Government,Rafale F3-R,3,90000000,276235218.95,EUR,2018-12-26,2021-11-18,DAP,L/C 90 days,In Production,Singapore,Antoine Morel,0
SD00000599,CUST-IND-001,Indian Air Force,India,Government,Falcon 6X,10,45000000,429471078.15,EUR,2019-04-30,2020-09-28,DDP,L/C 90 days,Open,Paris,Sophie Leclerc,30
SD00000600,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Rafale F3-R,10,90000000,878606308.85,EUR,2019-10-10,2021-05-21,CIF,Milestone-based,Fully Delivered,Singapore,Isabelle Bernard,50
SD00000601,CUST-PRIV-002,Reliance Industries,India,Private,MRO_Package_Annual,1,5000000,4865632.61,EUR,2019-04-05,2022-12-21,DDP,Milestone-based,Fully Delivered,Paris,Jean-Pierre Martin,0
SD00000602,CUST-PRIV-002,Reliance Industries,India,Private,Spare_Parts_Bundle,1,2500000,2385749.48,EUR,2023-03-14,2025-08-24,CIF,Milestone-based,Cancelled,Abu Dhabi,Marc Dupont,0
SD00000603,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Falcon 8X,1,60000000,58914136.62,EUR,2021-02-27,2023-04-02,DDP,L/C 90 days,Cancelled,Paris,Jean-Pierre Martin,50
SD00000604,CUST-IND-001,Indian Air Force,India,Government,Rafale F4,12,95000000,1145474737.21,EUR,2022-05-14,2024-10-22,DDP,Milestone-based,Fully Delivered,Abu Dhabi,Marc Dupont,50
SD00000605,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 8X,3,60000000,181748123.39,EUR,2022-02-28,2023-06-28,CIF,"30% advance, 70% on delivery",Open,Abu Dhabi,Isabelle Bernard,50
SD00000606,CUST-IND-001,Indian Air Force,India,Government,Falcon 6X,7,45000000,302480291.16,EUR,2022-09-17,2023-12-26,CIF,"30% advance, 70% on delivery",In Production,Cairo,Jean-Pierre Martin,30
SD00000607,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Falcon 8X,7,60000000,436875500.12,EUR,2022-07-22,2023-02-19,EXW,"30% advance, 70% on delivery",Open,Abu Dhabi,Antoine Morel,30
SD00000608,CUST-IND-001,Indian Air Force,India,Government,Rafale F4,6,95000000,595928891.34,EUR,2018-01-18,2018-12-02,DAP,Milestone-based,Partially Delivered,Cairo,Jean-Pierre Martin,30
SD00000609,CUST-HRV-001,Croatian Air Force,Croatia,Government,Rafale F3-R,6,90000000,541434202.42,EUR,2018-09-11,2021-04-12,EXW,Milestone-based,Open,Paris,Sophie Leclerc,0
SD00000610,CUST-PRIV-002,Reliance Industries,India,Private,MRO_Package_Annual,1,5000000,4903795.37,EUR,2020-12-22,2021-10-13,EXW,L/C 90 days,Fully Delivered,Abu Dhabi,Sophie Leclerc,0
SD00000611,CUST-IND-002,Indian Navy,India,Government,MRO_Package_Annual,1,5000000,5097198.3,EUR,2023-03-31,2027-01-04,CIF,"30% advance, 70% on delivery",Open,Singapore,Jean-Pierre Martin,50
SD00000612,CUST-PRIV-001,Tata Sons Ltd,India,Private,Spare_Parts_Bundle,1,2500000,2483681.81,EUR,2021-05-15,2024-02-17,CIF,Milestone-based,Partially Delivered,Cairo,Jean-Pierre Martin,0
SD00000613,CUST-PRIV-001,Tata Sons Ltd,India,Private,Falcon 6X,4,45000000,186859922.33,EUR,2023-07-21,2025-07-10,CIF,Milestone-based,Fully Delivered,Singapore,Jean-Pierre Martin,0
SD00000614,CUST-GRC-001,Hellenic Air Force,Greece,Government,Training_Package,1,3000000,2864752.81,EUR,2020-01-31,2021-12-08,CIF,Milestone-based,Cancelled,Paris,Antoine Morel,30
SD00000615,CUST-UAE-001,UAE Air Force,UAE,Government,Rafale F3-R,11,90000000,950425897.22,EUR,2020-01-31,2021-06-29,EXW,Milestone-based,Open,Cairo,Sophie Leclerc,0
SD00000616,CUST-UAE-001,UAE Air Force,UAE,Government,Falcon 8X,12,60000000,734865709.81,EUR,2023-05-17,2025-01-21,DDP,"30% advance, 70% on delivery",Fully Delivered,Singapore,Isabelle Bernard,30
SD00000617,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Rafale F3-R,3,90000000,279951583.83,EUR,2019-07-01,2021-10-17,DDP,Milestone-based,In Production,Cairo,Isabelle Bernard,50
SD00000618,CUST-PRIV-002,Reliance Industries,India,Private,Falcon 8X,5,60000000,289960137.03,EUR,2023-04-24,2025-02-16,DDP,"30% advance, 70% on delivery",Fully Delivered,Singapore,Marc Dupont,0
SD00000619,CUST-PRIV-003,Air France,France,Commercial,Falcon 8X,1,60000000,57819964.09,EUR,2020-01-17,2020-08-28,EXW,L/C 90 days,Partially Delivered,Paris,Jean-Pierre Martin,0
SD00000620,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 6X,4,45000000,184700616.87,EUR,2019-12-19,2023-05-09,DDP,"30% advance, 70% on delivery",In Production,Abu Dhabi,Isabelle Bernard,50
SD00000621,CUST-IND-002,Indian Navy,India,Government,Falcon 8X,10,60000000,570545567.48,EUR,2023-06-03,2025-10-08,DAP,Milestone-based,Fully Delivered,Abu Dhabi,Marc Dupont,0
SD00000622,CUST-HRV-001,Croatian Air Force,Croatia,Government,Rafale F3-R,8,90000000,707299736.79,EUR,2018-10-12,2020-05-27,DDP,"30% advance, 70% on delivery",Partially Delivered,Paris,Jean-Pierre Martin,50
SD00000623,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 10X,4,75000000,291403322.67,EUR,2019-09-26,2021-04-05,CIF,L/C 90 days,Fully Delivered,New Delhi,Sophie Leclerc,50
SD00000624,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Training_Package,1,3000000,2990058.64,EUR,2020-04-14,2021-03-14,DAP,Milestone-based,Partially Delivered,Cairo,Marc Dupont,50
SD00000625,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Rafale F3-R,8,90000000,684248328.68,EUR,2022-01-20,2022-11-03,DAP,Milestone-based,In Production,Singapore,Marc Dupont,0
SD00000626,CUST-PRIV-002,Reliance Industries,India,Private,Falcon 10X,3,75000000,227928926.19,EUR,2018-12-14,2019-08-27,EXW,L/C 90 days,Fully Delivered,Paris,Sophie Leclerc,0
SD00000627,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Falcon 10X,1,75000000,76315481.29,EUR,2022-11-15,2026-01-07,EXW,L/C 90 days,Fully Delivered,New Delhi,Isabelle Bernard,50
SD00000628,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 8X,6,60000000,362490287.55,EUR,2018-01-10,2020-12-05,DAP,"30% advance, 70% on delivery",Fully Delivered,New Delhi,Isabelle Bernard,0
SD00000629,CUST-PRIV-001,Tata Sons Ltd,India,Private,MRO_Package_Annual,1,5000000,5067146.37,EUR,2022-07-11,2024-06-27,DAP,Milestone-based,Cancelled,Singapore,Isabelle Bernard,0
SD00000630,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,MRO_Package_Annual,1,5000000,5047506.3,EUR,2020-05-05,2021-06-02,DDP,L/C 90 days,Partially Delivered,Singapore,Isabelle Bernard,50
SD00000631,CUST-PRIV-002,Reliance Industries,India,Private,Falcon 10X,10,75000000,771719509.97,EUR,2020-11-21,2024-09-27,CIF,"30% advance, 70% on delivery",Cancelled,Singapore,Antoine Morel,0
SD00000632,CUST-GRC-001,Hellenic Air Force,Greece,Government,MRO_Package_Annual,1,5000000,4757103.02,EUR,2021-03-01,2025-01-02,DDP,"30% advance, 70% on delivery",Fully Delivered,Cairo,Isabelle Bernard,30
SD00000633,CUST-UAE-001,UAE Air Force,UAE,Government,Falcon 8X,3,60000000,184415428.1,EUR,2020-11-19,2023-07-07,DAP,"30% advance, 70% on delivery",Open,Singapore,Antoine Morel,50
SD00000634,CUST-PRIV-001,Tata Sons Ltd,India,Private,Rafale F4,11,95000000,1083354002.17,EUR,2019-03-04,2021-07-05,EXW,"30% advance, 70% on delivery",Fully Delivered,Abu Dhabi,Jean-Pierre Martin,0
SD00000635,CUST-IND-001,Indian Air Force,India,Government,Rafale F4,3,95000000,290274095.91,EUR,2022-11-25,2024-04-22,DDP,L/C 90 days,Open,Singapore,Marc Dupont,50
SD00000636,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Falcon 8X,11,60000000,637666616.67,EUR,2022-06-17,2025-07-15,CIF,"30% advance, 70% on delivery",Fully Delivered,Singapore,Antoine Morel,50
SD00000637,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Falcon 8X,4,60000000,238806029.41,EUR,2023-06-02,2024-03-26,EXW,"30% advance, 70% on delivery",In Production,Cairo,Antoine Morel,0
SD00000638,CUST-HRV-001,Croatian Air Force,Croatia,Government,Rafale F4,12,95000000,1105791850.41,EUR,2020-11-12,2024-08-01,CIF,Milestone-based,Fully Delivered,Cairo,Antoine Morel,50
SD00000639,CUST-PRIV-001,Tata Sons Ltd,India,Private,Falcon 10X,7,75000000,500036324.48,EUR,2021-08-22,2025-01-08,CIF,L/C 90 days,Partially Delivered,Abu Dhabi,Antoine Morel,0
SD00000640,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 6X,11,45000000,497058043.34,EUR,2018-01-16,2022-01-06,CIF,"30% advance, 70% on delivery",Fully Delivered,New Delhi,Isabelle Bernard,0
